Model,Precision@10,Recall@10,F1@10,NDCG@10,RMSE,MAE,Execution_Time_s,Num_Predictions
CF-NMF (sklearn),0.0163,0.1628,0.0296,0.0687,3.107,2.8473,0.07,430
